X,Y,Z
-105.7251388890476,39.65097222252792,3553.31787109375
-105.7212500001551,39.65097222252792,3416.087158203125
-105.71708333348455,39.65097222252792,3375.048583984375
-105.71319444459205,39.65097222252792,3267.532958984375
-105.70930555569954,39.65097222252792,3073.826171875
-105.70541666680704,39.65097222252792,3121.935791015625
-105.70125000013651,39.65097222252792,3402.33642578125
-105.697361111244,39.65097222252792,3514.98779296875
-105.6934722223515,39.65097222252792,3704.064453125
-105.68930555568096,39.65097222252792,3725.923828125
-105.68541666678846,39.65097222252792,3624.816650390625
-105.68152777789595,39.65097222252792,3517.128662109375
-105.67736111122541,39.65097222252792,3398.419921875
-105.6734722223329,39.65097222252792,3349.751708984375
-105.6695833334404,39.65097222252792,3256.297119140625
-105.6656944445479,39.65097222252792,3230.73193359375
-105.66152777787735,39.65097222252792,3358.635009765625
-105.65763888898486,39.65097222252792,3441.511474609375
-105.65375000009236,39.65097222252792,3541.907958984375
-105.64958333342182,39.65097222252792,3536.404296875
-105.64569444452931,39.65097222252792,3430.230712890625
-105.64180555563681,39.65097222252792,3312.731201171875
-105.6379166667443,39.65097222252792,3348.066650390625
-105.63375000007376,39.65097222252792,3423.61328125
-105.62986111118126,39.65097222252792,3515.27490234375
-105.62597222228875,39.65097222252792,3389.385986328125
-105.62180555561821,39.65097222252792,3320.195556640625
-105.6179166667257,39.65097222252792,3284.691162109375
-105.6140277778332,39.65097222252792,3155.858154296875
-105.61013888894071,39.65097222252792,3217.635009765625
-105.60597222227017,39.65097222252792,3371.810302734375
-105.60208333337766,39.65097222252792,3387.2421875
-105.59819444448516,39.65097222252792,3380.531494140625
-105.59402777781462,39.65097222252792,3359.79248046875
-105.59013888892211,39.65097222252792,3359.6591796875
-105.58625000002961,39.65097222252792,3352.022216796875
-105.58208333335907,39.65097222252792,3354.632568359375
-105.57819444446656,39.65097222252792,3369.917236328125
-105.57430555557406,39.65097222252792,3320.312255859375
-105.57041666668155,39.65097222252792,3218.04345703125
-105.56625000001102,39.65097222252792,3120.24658203125
-105.56236111111852,39.65097222252792,2992.6845703125
-105.7251388890476,39.64791666697226,3486.80224609375
-105.7212500001551,39.64791666697226,3413.3076171875
-105.71708333348455,39.64791666697226,3458.130126953125
-105.71319444459205,39.64791666697226,3348.82470703125
-105.70930555569954,39.64791666697226,3113.321044921875
-105.70541666680704,39.64791666697226,3132.993896484375
-105.70125000013651,39.64791666697226,3302.22314453125
-105.697361111244,39.64791666697226,3516.0029296875
-105.6934722223515,39.64791666697226,3693.65478515625
-105.68930555568096,39.64791666697226,3690.545654296875
-105.68541666678846,39.64791666697226,3577.30322265625
-105.68152777789595,39.64791666697226,3484.98095703125
-105.67736111122541,39.64791666697226,3401.939697265625
-105.6734722223329,39.64791666697226,3382.1005859375
-105.6695833334404,39.64791666697226,3246.177001953125
-105.6656944445479,39.64791666697226,3281.1298828125
-105.66152777787735,39.64791666697226,3406.733154296875
-105.65763888898486,39.64791666697226,3517.236572265625
