lon,lat,true_elev,interp_elev
-105.7251388890476,39.65097222252792,3553.31787109375,3553.31787109375
-105.72458333349152,39.65097222252792,3529.644775390625,3521.2830705677397
-105.72402777793546,39.65097222252792,3504.001708984375,3494.2043891559288
-105.72319444460135,39.65097222252792,3473.67236328125,3461.8124897129233
-105.72263888904527,39.65097222252792,3460.248291015625,3444.9909047600695
-105.72208333348921,39.65097222252792,3445.749755859375,3431.418877861718
-105.72152777793313,39.65097222252792,3426.12646484375,3420.6088201430725
-105.72097222237706,39.65097222252792,3413.142333984375,3412.0731427304095
-105.720416666821,39.65097222252792,3413.104736328125,3405.3242567497737
-105.71958333348688,39.65097222252792,3413.431884765625,3397.4845610511975
-105.7190277779308,39.65097222252792,3403.97509765625,3393.0694523258467
-105.71847222237474,39.65097222252792,3396.20458984375,3388.7345739731095
-105.71791666681867,39.65097222252792,3385.64306640625,3383.992337118662
-105.71736111126259,39.65097222252792,3377.444091796875,3378.355152888504
-105.71680555570651,39.65097222252792,3373.500244140625,3371.338784863848
-105.71597222237241,39.65097222252792,3384.465087890625,3357.361552698879
-105.71541666681634,39.65097222252792,3393.04345703125,3345.261863479036
-105.71486111126026,39.65097222252792,3398.986083984375,3330.5558305162785
-105.7143055557042,39.65097222252792,3363.32666015625,3312.916782792416
-105.71375000014812,39.65097222252792,3312.703369140625,3292.018049287872
-105.71291666681401,39.65097222252792,3247.3193359375,3253.8819100630612
-105.71236111125795,39.65097222252792,3210.544921875,3224.404859209764
-105.71180555570187,39.65097222252792,3187.874267578125,3193.294234093396
-105.7112500001458,39.65097222252792,3165.30712890625,3162.0696704182283
-105.71069444458973,39.65097222252792,3135.943359375,3132.250803888541
-105.71013888903366,39.65097222252792,3109.9287109375,3105.3572702063257
-105.70930555569954,39.65097222252792,3073.826171875,3073.826171875
-105.70875000014348,39.65097222252792,3059.787109375,3060.6387488869823
-105.7081944445874,39.65097222252792,3058.22021484375,3054.161617930856
-105.70763888903133,39.65097222252792,3058.6611328125,3054.38064893223
-105.70708333347527,39.65097222252792,3058.065185546875,3061.281711816025
-105.70625000014115,39.65097222252792,3074.136474609375,3084.131206383226
-105.70569444458508,39.65097222252792,3104.79541015625,3107.6755298965013
-105.70513888902902,39.65097222252792,3138.911376953125,3137.8135323929278
-105.70458333347294,39.65097222252792,3175.6455078125,3173.5975405154677
-105.70402777791686,39.65097222252792,3224.95751953125,3213.1852352578458
-105.70347222236079,39.65097222252792,3257.024658203125,3254.6953999776433
-105.70263888902669,39.65097222252792,3313.43017578125,3316.450116858688
-105.70208333347061,39.65097222252792,3347.721435546875,3354.5361337115423
-105.70152777791454,39.65097222252792,3390.053955078125,3387.9603622933946
-105.70097222235847,39.65097222252792,3408.065185546875,3414.919875145748
-105.7004166668024,39.65097222252792,3412.90576171875,3435.412396055817
-105.69986111124632,39.65097222252792,3423.3671875,3451.2363000523324
-105.69902777791222,39.65097222252792,3447.189453125,3470.32370230205
